uc001bst.4,NM_001199037,SERINC2,22.55913
uc001bta.4,NM_001204414,TINAGL1,11.13948
uc001btd.3,NM_001525,HCRTR1,0.1705079
uc001bth.3,NM_001359651,PEF1,25.6827
uc001btk.2,NM_001856,COL16A1,0.7558124
uc001bts.3,NM_001281987,SPOCD1,0.3444587
uc001bty.2,NM_001195100,PTP4A2,50.61076
uc001bub.5,NM_001271878,KHDRBS1,41.64184
uc001bug.4,NM_012316,KPNA6,18.46256
uc001bui.4,NM_001376857,TXLNA,20.61845
uc001bul.2,NM_001301011,CCDC28B,3.436858
uc001bum.3,NM_001160042,IQCC,3.656161
uc001bun.2,NM_001099434,DCDC2B,0.7587538
uc001buq.4,NM_001366191,TMEM234,5.468491
uc001buw.4,NM_032648,FAM167B,0.3602812
uc001bux.3,NM_001042771,LCK,0
uc001bvb.2,NM_004964,HDAC1,33.02323
uc001bvd.5,NM_023009,MARCKSL1,52.31353
uc001bvf.4,NM_052841,TSSK3,3.001639
uc001bvh.5,NM_001143888,BSDC1,16.5546
uc001bvl.5,NM_001145720,ZBTB8B,0.1329643
uc001bvn.4,NM_001040441,ZBTB8A,0.8579257
uc001bvp.4,NM_001308135,ZBTB8OS,2.786616
uc001bvr.3,NM_001135255,RBBP4,9.091921
uc001bvt.3,NM_001161708,SYNC,3.603738
uc001bvu.2,NM_001198972,KIAA1522,66.53841
uc001bvy.2,NM_003680,YARS1,42.14204
uc001bwc.5,NM_001256121,S100PBP,6.394714
uc001bwf.3,NM_001171940,FNDC5,0.3275913
uc001bwh.4,NM_002143,HPCA,0.2416334
uc001bwi.2,NM_001329722,TMEM54,30.47489
uc001bwp.3,NM_001199199,AK2,38.83189
uc001bxb.4,NM_001330483,TRIM62,1.974189
uc001bxc.1,NM_001370212,ZNF362,1.876614
uc001bxg.2,NM_001330488,PHC2,34.70367
uc001bxj.5,NM_001377376,ZSCAN20,0.9706581
uc001bxm.2,NM_001281956,CSMD2,0
uc001bxp.3,NM_001352984,HMGB4,0
uc001bxt.4,NM_001134734,C1orf94,0
uc001bxu.4,NM_005268,GJB5,0
uc001bxv.1,NM_153212,GJB4,0
uc001bxx.4,NM_001005752,GJB3,1.161815
uc001bya.3,NM_002060,GJA4,0
uc001byb.4,NM_001164824,SMIM12,2.771475
uc001bye.4,NM_001195156,TMEM35B,4.795051
uc001byh.4,NM_007167,ZMYM6,4.796059
uc001bys.4,NM_005066,SFPQ,41.68741
uc001byt.3,NM_001350138,ZMYM4,8.0132
uc001byx.4,NM_024874,KIAA0319L,12.07044
uc001bza.3,NM_001014839,NCDN,9.041714
uc001bzf.4,NM_001199779,PSMB2,10.06012
uc001bzh.2,NM_001348691,C1orf216,2.503464
uc001bzi.4,NM_001190481,CLSPN,0.8417425
uc001bzj.3,NM_017629,AGO4,2.111592
uc001bzl.5,NM_001317122,AGO1,5.55589
uc001bzp.4,NM_024852,AGO3,1.857009
uc001bzr.3,NM_014466,TEKT2,0
uc001bzt.4,NM_017825,ADPRS,1.556913
uc001bzx.5,NM_001270894,TRAPPC3,9.197577
uc001bzz.5,NM_001286365,MAP7D1,13.46271
uc001cae.5,NM_001321471,THRAP3,21.61466
uc001caj.1,NM_001304762,EVA1B,9.71843
uc001cam.3,NM_001282546,STK40,0.1612412
uc001cao.1,NM_032881,LSM10,6.347652
uc001caq.4,NM_001330493,OSCP1,1.572287
uc001cas.3,NM_031280,MRPS15,5.370193
uc001caw.3,NM_000760,CSF3R,0.100084
uc001caz.3,NM_000831,GRIK3,0
uc001cbb.5,NM_001323550,ZC3H12A,11.81967
uc001cbe.4,NM_001270875,MEAF6,2.065015
uc001cbi.5,NM_024700,SNIP1,1.498403
uc001cbj.3,NM_003462,DNALI1,1.298274
uc001cbk.4,NM_001323623,GNL2,7.694775
uc001cbp.3,NM_001303030,AIRIM,0
uc001cbs.5,NM_001256875,CDCA8,10.28272
uc001cby.3,NM_001031740,MANEAL,7.534916
uc001cca.2,NM_024640,YRDC,11.2621
uc001ccd.3,NM_001142726,C1orf122,19.57862
uc001cce.1,NM_005955,MTF1,2.106354
uc001ccg.2,NM_001297434,INPP5B,3.115067
uc001cci.4,NM_001320830,SF3A3,11.95199
uc001cck.4,NM_001243878,FHL3,3.296486
uc001ccn.5,NM_016037,UTP11,4.553648
uc001ccp.2,NM_002699,POU3F1,0.1150713
uc001ccq.4,NM_001271851,RRAGC,12.47622
uc001ccs.4,NM_012333,MYCBP,4.356729
uc001ccu.1,NM_001304746,RHBDL2,1.656244
uc001ccw.4,NM_001136275,AKIRIN1,14.46995
uc001ccx.4,NM_001184979,NDUFS5,9.627832
uc001cdi.4,NM_181809,BMP8A,0.4237587
uc001cdm.3,NM_001135653,PABPC4,59.65561
uc001cdo.2,NR_002983,SNORA55,0
uc001cdp.4,NM_014571,HEYL,0.08368563
uc001cdq.1,NM_032526,NT5C1A,0
uc001cdr.5,NM_001282396,HPCAL4,0
uc001cds.3,NM_001195007,PPIE,2.733865
uc001cdz.2,NM_001720,BMP8B,0.3534877
uc001ceb.2,NM_022120,OXCT2,0.186849
uc001ceu.5,NM_001136493,MFSD2A,9.804204
uc001cey.5,NM_001105530,CAP1,55.73653
uc001cfb.3,NM_000310,PPT1,20.67325
uc001cfc.5,NM_012421,RLF,3.120606
uc001cfe.3,NM_001008740,TMCO2,0
uc001cfg.5,NM_005857,ZMPSTE24,14.22087
uc001cfh.2,NM_001852,COL9A2,2.15335
uc001cfj.4,NM_001198978,SMAP2,9.678078
uc001cfn.3,NM_001369565,ZFP69B,1.270121
uc001cfp.4,NM_001346946,EXO5,0.7785198
uc001cft.2,NM_152373,ZNF684,0
uc001cfu.2,NM_014747,RIMS3,0.4700183
uc001cgf.3,NR_029846,MIR30E,0
uc001cgg.3,NR_029833,MIR30C1,0
uc001cgh.2,NM_004700,KCNQ4,0
uc001cgj.4,NM_133467,CITED4,7.032084
uc001cgk.5,NM_001301237,CTPS1,5.453219
uc001cgx.4,NM_001302269,EDN2,0
uc001cgz.5,NM_001127714,HIVEP3,0.135209
uc001chc.1,NM_007102,GUCA2B,0
uc001chd.2,NM_033553,GUCA2A,0
uc001chg.3,NM_001198850,FOXJ3,9.704112
uc001chi.3,NM_173642,RIMKLA,0
uc001chj.4,NM_001146192,ZMYND12,0
uc001chl.5,NM_001077447,PPCS,17.32093
uc001chq.4,NM_001330510,PPIH,9.502537
uc001chs.4,NM_004559,YBX1,10.88405
uc001chu.3,NM_001123395,CLDN19,0
uc001cia.5,NM_024097,C1orf50,3.036141
uc001cic.2,NM_001017922,ERMAP,2.341774
uc001cig.4,NM_001242739,ZNF691,2.964996
uc001cik.3,NM_006516,SLC2A1,32.88054
uc001cil.3,NR_033967,SLC2A1-DT,32.88054
uc001cin.4,NM_001159936,EBNA1BP2,16.97322
uc001cit.5,NM_001164829,C1orf210,0.2428372
uc001ciu.4,NM_001253357,TIE1,0
uc001ciw.4,NM_005373,MPL,0.09360392
uc001cix.4,NM_001255,CDC20,17.5976
uc001cjb.5,NM_001256399,ELOVL1,21.49941
uc001cjg.6,NM_001001653,MED8,8.227426
uc001cjk.4,NM_001365999,SZT2,7.444154
uc001cjo.3,NM_001190880,HYI,4.3154
uc001cjs.4,NM_001329137,PTPRF,36.32933
uc001cjx.4,NM_014663,KDM4A,13.30976
uc001cjy.6,NR_033827,KDM4A-AS1,0.4374183
uc001ckc.5,NM_001270459,ST3GAL3,5.630137
uc001ckv.4,NM_001136215,ARTN,0.7112988
uc001ckx.4,NM_014652,IPO13,7.556534
uc001ckz.4,NM_001039589,DPH2,16.56062
uc001cld.4,NM_001039457,ATP6V0B,39.41993
uc001clg.4,NM_001005417,B4GALT2,16.50627
uc001clj.4,NM_001349127,CCDC24,1.161288
uc001cln.5,NM_001024845,SLC6A9,5.039135
uc001clp.4,NM_173484,KLF17,0
uc001clq.2,NM_001034023,DMAP1,5.299982
uc001clt.4,NM_001301698,ERI3,29.87158
uc001clw.2,NM_001319956,RNF220,8.972684
uc001cmc.4,NM_001300746,TMEM53,5.645748
uc001cmg.5,NM_001297655,KIF2C,9.104371
uc001cmi.4,NM_001012,RPS8,185.5036
uc001cmk.2,NR_000024,SNORD46,0
uc001cmm.4,NM_153274,BEST4,0.4074677
uc001cmn.4,NM_004073,PLK3,2.187092
uc001cmt.4,NM_001166588,EIF2B3,6.823726
uc001cna.3,NM_000374,UROD,28.7137
uc001cnd.3,NM_020883,ZSWIM5,4.535196
uc001cne.4,NM_032756,HPDL,0
uc001cnm.4,NM_001048171,MUTYH,4.085
uc001cns.2,NM_001320800,TESK2,0.4443977
uc001cnw.4,NM_001102601,CCDC163,0.3182708
uc001cob.4,NM_001202431,PRDX1,386.432
uc001cod.4,NM_001202413,AKR1A1,49.88505
uc001coi.3,NM_001195193,NASP,6.495641
uc001coq.4,NM_021639,GPBP1L1,14.05601
uc001cor.2,NM_016486,TMEM69,11.1788
uc001cou.4,NM_001145349,IPP,2.868039
uc001cov.3,NM_001319245,MAST2,12.96924
uc001cpc.5,NM_001114172,PIK3R3,1.117016
uc001cpd.4,NM_005727,TSPAN1,1.053695
uc001cpe.4,NM_001243766,POMGNT1,15.58782
uc001cpn.4,NM_006369,LRRC41,23.03123
uc001cpp.4,NM_001297565,UQCRH,21.75349
uc001cpr.3,NM_001256127,NSUN4,7.423422
uc001cpu.3,NM_001441,FAAH,0.3341688
uc001cpw.4,NM_001387775,DMBX1,0
uc001cqb.5,NM_001135553,MKNK1,2.229976
uc001cqf.4,NM_145279,MOB3C,3.022558
uc001cqh.5,NM_001042546,ATPAF1,13.52632
uc001cqj.4,NM_001145474,TEX38,0
uc001cqk.4,NM_014774,EFCAB14,15.54313
uc001cqm.5,NM_000779,CYP4B1,0.346734
uc001cqp.5,NM_000778,CYP4A11,1.359308
uc001cqt.3,NM_001320289,CYP4X1,0
uc001cqu.2,NM_178134,CYP4Z1,0
uc001cqv.2,NM_001010969,CYP4A22,0.13875
uc001cqy.3,NM_001287347,TAL1,0
uc001cre.1,NM_001048166,STIL,2.505814
uc001cri.3,NM_001136140,CMPK1,23.2627
uc001crk.3,NM_012186,FOXE3,0.1929787
uc001crl.4,NR_026878,FOXD2-AS1,4.081176
uc001crm.3,NM_004474,FOXD2,5.181653
uc001crn.3,NM_001011547,SLC5A9,0.4266162
uc001crr.4,NM_001286238,SPATA6,1.238176
uc001cru.3,NM_001323573,AGBL4,0
uc001crx.5,NM_001302082,BEND5,0
uc001cse.2,NM_007051,FAF1,4.751898
uc001csh.4,NM_001136508,C1orf185,0
uc001csi.5,NM_014372,RNF11,10.10018
uc001csl.4,NM_001080494,TTC39A,7.531706
uc001csq.2,NM_001159969,EPS15,7.996038
uc001cst.5,NM_001330580,OSBPL9,22.81161
uc001ctc.5,NM_001101662,NRDC,22.97751
uc001cth.3,NM_002867,RAB3B,13.7756
uc001cti.5,NM_015913,TXNDC12,15.91832
uc001ctj.2,NM_138417,KTI12,6.991523
uc001ctk.4,NM_001136497,BTF3L4,6.837555
uc001cto.5,NM_004799,ZFYVE9,4.215534
uc001ctq.3,NM_001330585,CC2D1B,7.344894
uc001ctt.4,NM_001190818,ORC1,4.482101
